Date,Material_ID,Material_Name,Raw_Material_Stock,Finished_Goods_Stock,Inventory_Turnover_Ratio,Lead_Time_Days,Supplier_Name,Supplier_Rating,Purchase_Quantity,Consumption_Quantity,Order_ID,Promised_Delivery_Date,Actual_Delivery_Date,Reorder_Level,Delivery_Type
2023-01-01,MAT004,Copper,7866,4996,4.5,17,Silva Ltd,2,2313,1741,ORD24662,2023-01-08,2023-01-07,892,Inbound
2022-08-28,MAT007,Wood,8037,3719,6.15,5,Alvarez Inc,1,3950,3517,ORD86424,2022-09-02,2022-09-01,507,Inbound
2025-03-30,MAT007,Wood,5958,1747,9.73,14,"Wade, Moreno and Bush",2,3800,2775,ORD16995,2025-04-04,2025-04-06,552,Inbound
2025-02-23,MAT005,Rubber,9541,2009,7.26,15,Buchanan LLC,5,3030,2477,ORD79809,2025-03-08,2025-03-10,1583,Outbound
2022-08-21,MAT003,Aluminum,7252,2422,11.46,10,Lewis Inc,4,2334,1711,ORD92362,2022-08-27,2022-08-28,1750,Inbound
2024-06-02,MAT003,Aluminum,7947,4795,4.46,10,Jackson Group,2,3959,3044,ORD48861,2024-06-08,2024-06-08,1687,Outbound
2022-06-12,MAT0010,Fabric,5411,1990,9.12,18,Wood-Davis,2,2850,2352,ORD23571,2022-06-26,2022-06-25,1494,Inbound
2022-10-02,MAT004,Copper,7072,3678,7.51,11,Jefferson Group,1,3880,3378,ORD13986,2022-10-11,2022-10-09,1498,Inbound
2023-02-26,MAT009,Resin,4006,2181,5.44,13,Davis-Floyd,2,2636,1979,ORD94434,2023-03-12,2023-03-13,773,Outbound
2024-02-18,MAT007,Wood,2625,1776,9.95,9,Melendez-Melton,2,3639,3071,ORD34838,2024-03-02,2024-03-04,1898,Outbound
2022-08-21,MAT003,Aluminum,5279,2759,7.97,5,Booker Ltd,1,4746,3647,ORD31523,2022-08-27,2022-08-28,1578,Inbound
2023-07-09,MAT008,Carbon Fiber,9771,3389,4.2,15,Payne and Sons,4,3483,2508,ORD93770,2023-07-17,2023-07-19,1454,Outbound
2024-07-14,MAT008,Carbon Fiber,6729,1967,5.12,16,"Chen, Torres and Hensley",1,3942,3277,ORD71646,2024-07-27,2024-07-27,709,Inbound
2022-06-19,MAT0010,Fabric,8697,4967,9.18,15,Newman-Bradley,3,1287,959,ORD57863,2022-07-03,2022-07-02,1771,Inbound
2022-06-12,MAT001,Steel,4117,4792,9.63,6,Richardson-Hawkins,3,1783,1297,ORD25112,2022-06-21,2022-06-22,701,Outbound
2023-04-30,MAT008,Carbon Fiber,1017,4859,11.74,13,Sanchez and Sons,2,1805,1560,ORD22608,2023-05-08,2023-05-09,1008,Outbound
2025-03-30,MAT001,Steel,7634,2335,8.83,17,Gomez-Martin,3,1387,1125,ORD59993,2025-04-11,2025-04-11,1302,Inbound
2024-10-27,MAT006,Glass,3531,4135,4.71,16,Stewart and Sons,2,4616,3703,ORD38721,2024-11-05,2024-11-06,1297,Inbound
2024-11-03,MAT009,Resin,3435,2997,4.92,15,"Medina, Garza and Smith",4,4131,2904,ORD73442,2024-11-16,2024-11-18,566,Inbound
2024-12-15,MAT008,Carbon Fiber,9165,1660,11.74,7,Munoz-Smith,3,1023,852,ORD63352,2024-12-24,2024-12-25,571,Inbound
2024-02-18,MAT009,Resin,7446,1374,10.52,13,"Hopkins, Cook and Reyes",3,3704,2992,ORD08492,2024-02-24,2024-02-26,1459,Inbound
2023-04-30,MAT005,Rubber,8714,1457,8.36,6,"Gomez, Diaz and Watts",1,4382,3083,ORD73282,2023-05-14,2023-05-14,761,Outbound
2023-05-07,MAT005,Rubber,1787,4773,8.23,18,"Fernandez, Bailey and Dean",5,4570,3942,ORD71040,2023-05-17,2023-05-18,1384,Inbound
2024-06-30,MAT009,Resin,6591,869,4.95,17,"Nguyen, Love and Jacobson",2,2963,2090,ORD48203,2024-07-09,2024-07-10,1782,Outbound
2025-03-23,MAT009,Resin,1510,4880,4.59,5,Griffin Inc,3,1898,1680,ORD74085,2025-04-05,2025-04-04,1533,Inbound
2025-03-02,MAT002,Plastic,4057,3763,5.96,7,"Horn, Lane and Griffin",2,3362,2673,ORD25499,2025-03-14,2025-03-13,831,Outbound
2023-03-05,MAT0010,Fabric,4454,1098,8.06,19,Morrison-Armstrong,4,3194,2978,ORD19714,2023-03-19,2023-03-20,1095,Inbound
2022-07-10,MAT0010,Fabric,4719,4619,4.14,11,Robinson PLC,5,1749,1525,ORD06508,2022-07-18,2022-07-20,1145,Outbound
2023-03-12,MAT009,Resin,9570,668,6.88,12,Gomez Group,5,3078,2700,ORD25823,2023-03-25,2023-03-26,973,Outbound
2024-12-15,MAT002,Plastic,5863,1331,7.56,14,Butler-Cox,1,2721,2309,ORD22691,2024-12-27,2024-12-26,1815,Inbound
2023-08-20,MAT006,Glass,2031,1779,7.94,13,Wood-Hernandez,3,2036,1798,ORD15904,2023-08-27,2023-08-26,1662,Outbound
2023-11-05,MAT004,Copper,4448,923,9.37,8,Coleman-Benson,2,3891,2872,ORD78567,2023-11-14,2023-11-12,1259,Inbound
2024-03-24,MAT007,Wood,1859,3084,10.45,7,"Smith, Lopez and Anderson",1,1013,909,ORD59363,2024-04-06,2024-04-04,1840,Inbound
2024-03-24,MAT001,Steel,1378,4706,5.05,10,Valenzuela Inc,3,2861,2176,ORD39548,2024-04-03,2024-04-05,993,Inbound
2023-07-23,MAT004,Copper,5528,4158,4.57,16,Wall-Horton,2,4341,3958,ORD61684,2023-07-31,2023-08-02,1432,Outbound
2022-09-25,MAT004,Copper,2551,1530,6.13,5,"Strong, Gonzalez and Morris",4,4878,4081,ORD55327,2022-10-07,2022-10-06,1347,Inbound
2024-10-27,MAT001,Steel,6152,3866,6.73,18,"Barnes, Barker and Vega",5,3742,3362,ORD34509,2024-11-05,2024-11-05,1795,Outbound
2023-03-19,MAT008,Carbon Fiber,5690,3526,12.0,11,Bates-Martin,3,4906,3455,ORD12067,2023-04-01,2023-03-31,1039,Outbound
2025-01-26,MAT005,Rubber,5437,4948,5.16,10,Allen-Perkins,1,4224,3553,ORD09075,2025-02-01,2025-01-30,792,Inbound
2022-05-01,MAT005,Rubber,6971,3443,7.07,6,"Sanchez, Turner and Anderson",3,1040,835,ORD72493,2022-05-09,2022-05-07,1197,Outbound
2024-12-29,MAT006,Glass,1601,2993,5.44,10,"Brooks, Fowler and Mills",2,1648,1536,ORD15216,2025-01-09,2025-01-08,890,Inbound
2023-08-06,MAT003,Aluminum,4887,1108,6.32,11,Campbell-Evans,1,4977,4724,ORD63579,2023-08-16,2023-08-16,1945,Inbound
2023-03-26,MAT004,Copper,2545,3123,9.83,12,Jones-Villarreal,4,4931,3873,ORD74898,2023-04-07,2023-04-08,1497,Inbound
2025-03-23,MAT003,Aluminum,2881,3561,4.3,17,"Lopez, Mercado and Jones",1,1388,1127,ORD53845,2025-04-03,2025-04-04,1096,Inbound
2023-08-06,MAT001,Steel,3446,1134,8.52,7,Mitchell-Hammond,3,2086,1799,ORD57059,2023-08-16,2023-08-18,1912,Inbound
2023-09-24,MAT005,Rubber,2080,2194,9.95,8,"Alvarez, Gordon and Harrell",2,3917,3480,ORD74136,2023-10-01,2023-10-03,1155,Outbound
2025-01-12,MAT009,Resin,7687,4985,10.49,13,Peters and Sons,4,3605,3134,ORD29932,2025-01-18,2025-01-19,591,Inbound
2024-04-07,MAT007,Wood,7823,544,11.53,12,Perkins-Gibbs,1,4622,3823,ORD63727,2024-04-15,2024-04-14,1057,Inbound
2025-03-30,MAT009,Resin,4998,1846,8.91,14,"Miles, Robertson and Martinez",4,1897,1645,ORD61487,2025-04-06,2025-04-07,1443,Outbound
2023-11-19,MAT005,Rubber,6633,2711,10.26,18,Bartlett-Torres,4,1551,1402,ORD29836,2023-11-29,2023-11-29,1821,Outbound
2023-02-19,MAT001,Steel,6857,2495,6.09,6,Quinn and Sons,5,2632,2438,ORD27731,2023-02-26,2023-02-27,1457,Inbound
2024-10-06,MAT006,Glass,4175,1372,10.22,8,Fischer-Farley,2,1725,1478,ORD87484,2024-10-12,2024-10-14,1880,Inbound
2023-06-11,MAT007,Wood,3079,4187,7.0,12,"Collins, Page and Martinez",2,4190,3755,ORD28191,2023-06-22,2023-06-22,1915,Inbound
2022-09-04,MAT003,Aluminum,6870,2820,7.97,19,Morgan-Cole,3,3738,2805,ORD04543,2022-09-17,2022-09-18,1613,Outbound
2022-06-19,MAT0010,Fabric,3827,1386,6.8,6,Joseph PLC,3,2149,1935,ORD09657,2022-07-03,2022-07-05,1816,Outbound
2025-04-27,MAT006,Glass,7361,657,9.21,5,Alexander-Baker,2,3426,3019,ORD51646,2025-05-07,2025-05-09,533,Inbound
2024-09-29,MAT0010,Fabric,8878,2091,11.72,19,Moore and Sons,2,3608,3082,ORD46440,2024-10-04,2024-10-02,1017,Outbound
2024-02-25,MAT009,Resin,1421,3617,11.27,8,Bartlett-Stewart,1,1921,1419,ORD62198,2024-03-01,2024-02-29,698,Inbound
2024-03-31,MAT004,Copper,5718,3126,6.05,13,"Franklin, Williams and Scott",1,4404,3386,ORD24992,2024-04-13,2024-04-12,1234,Inbound
2023-04-16,MAT003,Aluminum,8108,3894,6.16,13,Boyd Group,3,1410,1231,ORD39979,2023-04-23,2023-04-24,1174,Inbound
2022-08-28,MAT006,Glass,8641,2183,9.35,8,Rhodes-Gaines,2,2644,2038,ORD34918,2022-09-04,2022-09-04,797,Outbound
2022-12-18,MAT008,Carbon Fiber,6066,2369,6.48,16,Jones Group,5,3717,3109,ORD70199,2022-12-28,2022-12-26,860,Outbound
2023-10-15,MAT008,Carbon Fiber,2859,1908,10.68,6,Medina-Watkins,4,4251,3396,ORD10662,2023-10-22,2023-10-20,1517,Inbound
2022-10-02,MAT007,Wood,3588,2788,10.82,8,Ramirez-Reeves,4,1451,1226,ORD35658,2022-10-16,2022-10-17,644,Inbound
2023-06-25,MAT008,Carbon Fiber,6443,2800,6.47,18,"Hess, Coleman and Brewer",5,3589,3013,ORD86106,2023-07-01,2023-06-30,1814,Inbound
2023-11-05,MAT009,Resin,6413,1393,4.21,19,"Peterson, Griffin and Meyer",3,4997,4186,ORD12799,2023-11-11,2023-11-12,1802,Inbound
2023-12-17,MAT0010,Fabric,3981,1673,6.43,12,Anderson-Delgado,3,1531,1215,ORD28832,2023-12-26,2023-12-25,1938,Outbound
2025-02-02,MAT006,Glass,2950,3420,5.09,19,"Frost, Gillespie and Smith",2,3838,3078,ORD54082,2025-02-12,2025-02-10,551,Inbound
2023-10-29,MAT009,Resin,6872,631,8.13,16,"Lawrence, Hill and Johnson",2,3677,2845,ORD01290,2023-11-06,2023-11-08,785,Outbound
2024-01-14,MAT007,Wood,2273,714,8.13,13,Duran-Hanna,4,4068,3808,ORD98083,2024-01-25,2024-01-23,1208,Outbound
2023-08-20,MAT007,Wood,6352,3528,11.07,14,Davila-Hughes,4,1904,1734,ORD07129,2023-08-29,2023-08-28,1946,Inbound
2022-11-20,MAT002,Plastic,5572,3963,8.01,19,"Smith, Williams and Smith",2,4553,3629,ORD64606,2022-11-29,2022-11-28,1556,Outbound
2024-06-30,MAT001,Steel,5728,2097,9.49,7,"Myers, Gardner and Lewis",3,3173,2462,ORD15646,2024-07-14,2024-07-15,1685,Outbound
2024-07-07,MAT006,Glass,1713,1919,8.25,6,Roberts and Sons,1,4828,4549,ORD31318,2024-07-16,2024-07-18,1542,Outbound
2024-09-15,MAT005,Rubber,4147,1849,4.6,6,Lynch and Sons,1,3264,3034,ORD77744,2024-09-27,2024-09-28,1609,Outbound
2022-11-06,MAT002,Plastic,2604,4099,5.09,12,"Sanchez, Martinez and Reed",2,4054,3827,ORD98062,2022-11-16,2022-11-17,888,Inbound
2025-04-13,MAT007,Wood,4573,4142,7.22,12,"Gilmore, Rice and Combs",4,3453,2645,ORD39452,2025-04-23,2025-04-24,851,Outbound
2022-07-10,MAT008,Carbon Fiber,4457,3442,9.36,11,"Cortez, Miller and Golden",3,2104,1643,ORD50796,2022-07-21,2022-07-22,692,Inbound
2024-05-05,MAT004,Copper,4112,2661,10.32,7,Wilkerson-Smith,4,3344,3103,ORD68292,2024-05-15,2024-05-16,683,Outbound
2024-11-24,MAT004,Copper,7649,4232,11.99,8,Kim-Anderson,2,1645,1520,ORD79294,2024-12-03,2024-12-02,776,Outbound
2025-02-02,MAT009,Resin,7923,3337,8.21,16,"Ayers, Baker and Vaughn",4,1435,1354,ORD72647,2025-02-09,2025-02-10,1529,Inbound
2022-08-21,MAT001,Steel,7517,1566,5.37,13,Rivera-Powell,1,1539,1197,ORD74628,2022-09-04,2022-09-05,990,Outbound
2024-04-07,MAT003,Aluminum,3724,986,11.62,15,Thompson-Jefferson,1,2515,2136,ORD85716,2024-04-21,2024-04-20,1296,Outbound
2023-06-11,MAT007,Wood,5140,574,4.65,13,Massey Ltd,3,4322,3310,ORD57279,2023-06-23,2023-06-24,1820,Outbound
2024-12-22,MAT004,Copper,5617,3875,4.09,10,Harris LLC,2,2132,1945,ORD36523,2024-12-28,2024-12-26,1252,Inbound
